                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.9603,                  2.654,                  0.774,                0.47627,                0.66821,                0.65331,                0.20449,                 4.1849,                 4.5358,                0.82286,               0.067016,             0.00033317,             0.00033317
